image,candidate,stage,source,offset_east_m,offset_north_m,offset_alt_m,yaw_offset_deg,edge_chamfer,edge_overlap_ratio,unweighted_feature_loss,weighted_feature_loss_uniform,weighted_feature_loss_dom_edge,weighted_feature_loss_depth_gradient,weighted_feature_loss_combined,weighted_feature_loss_low_texture_downweight,passes_strict_visual_gate,selected_by_visual,selected_by_unweighted_feature,selected_by_weighted_uniform,selected_by_weighted_dom_edge,selected_by_weighted_depth_gradient,selected_by_weighted_combined,selected_by_weighted_low_texture_downweight,valid_depth_ratio,query_edge_count,render_edge_count
0000.jpg,coarse_em5_nm3,coarse_translation,local_grid,-5.0,-3.0,0.0,0.0,10.03858757019043,0.6705069124423964,0.24575266242027283,0.24575266242027283,0.24589751660823822,0.2517281472682953,0.2487952709197998,0.248022198677063,False,False,False,False,False,False,False,False,0.9998914930555556,734,434
0000.jpg,coarse_em5_nm1,coarse_translation,local_grid,-5.0,-1.0,0.0,0.0,7.764274597167969,0.6763392857142857,0.24276143312454224,0.24276146292686462,0.24310795962810516,0.2484435737133026,0.245814248919487,0.2457684874534607,True,False,False,False,False,False,False,False,0.9998101128472222,734,448
0000.jpg,coarse_em5_np0,coarse_translation,local_grid,-5.0,0.0,0.0,0.0,8.035930633544922,0.6375545851528385,0.24361786246299744,0.24361786246299744,0.24419812858104706,0.24906687438488007,0.24674396216869354,0.2470523566007614,True,False,False,False,False,False,False,False,0.9997829861111112,734,458
0000.jpg,coarse_em5_np1,coarse_translation,local_grid,-5.0,1.0,0.0,0.0,7.948395729064941,0.684331797235023,0.24535149335861206,0.24535147845745087,0.24593517184257507,0.25045084953308105,0.2483331263065338,0.24937042593955994,True,False,False,False,False,False,False,False,0.9998643663194444,734,434
0000.jpg,coarse_em5_np3,coarse_translation,local_grid,-5.0,3.0,0.0,0.0,8.914979934692383,0.76010101010101,0.24885711073875427,0.24885712563991547,0.24950198829174042,0.25354328751564026,0.25162652134895325,0.25360286235809326,True,False,False,False,False,False,False,False,0.9998372395833334,734,396
0000.jpg,coarse_em5_np5,coarse_translation,local_grid,-5.0,5.0,0.0,0.0,9.66048812866211,0.6834862385321101,0.2554331421852112,0.2554331421852112,0.2563614845275879,0.25949084758758545,0.25804978609085083,0.2606673836708069,False,False,False,False,False,False,False,False,0.9999186197916666,734,436
0000.jpg,coarse_em3_nm5,coarse_translation,local_grid,-3.0,-5.0,0.0,0.0,9.575414657592773,0.6833333333333333,0.24337999522686005,0.24337999522686005,0.2434626668691635,0.24909541010856628,0.24634668231010437,0.24419260025024414,True,False,False,False,False,False,False,False,0.9999457465277778,734,420
0000.jpg,coarse_em3_nm3,coarse_translation,local_grid,-3.0,-3.0,0.0,0.0,9.676311492919922,0.6634844868735084,0.24241366982460022,0.24241366982460022,0.24274122714996338,0.24831748008728027,0.2454988658428192,0.2441834658384323,False,False,False,False,False,False,False,False,0.9999457465277778,734,419
0000.jpg,coarse_em3_nm1,coarse_translation,local_grid,-3.0,-1.0,0.0,0.0,9.719840049743652,0.6190476190476191,0.24089860916137695,0.24089860916137695,0.24161145091056824,0.24663865566253662,0.24424192309379578,0.243504136800766,False,False,False,False,False,False,False,False,0.9998914930555556,734,441
0000.jpg,coarse_em3_np0,coarse_translation,local_grid,-3.0,0.0,0.0,0.0,7.584714412689209,0.7296037296037297,0.2381581962108612,0.2381581962108612,0.23897087574005127,0.24373021721839905,0.24150985479354858,0.24109995365142822,True,True,False,False,False,False,False,False,0.9998643663194444,734,429
0000.jpg,coarse_em3_np1,coarse_translation,local_grid,-3.0,1.0,0.0,0.0,8.351807594299316,0.6474358974358975,0.2409687489271164,0.2409687489271164,0.24193212389945984,0.24635784327983856,0.24437198042869568,0.24430611729621887,True,False,False,False,False,False,False,False,0.9998643663194444,734,468
0000.jpg,coarse_em3_np3,coarse_translation,local_grid,-3.0,3.0,0.0,0.0,9.366739273071289,0.7174887892376681,0.24594470858573914,0.24594470858573914,0.24687767028808594,0.2507432997226715,0.24903669953346252,0.25013646483421326,True,False,False,False,False,False,False,False,0.9999186197916666,734,446
0000.jpg,coarse_em3_np5,coarse_translation,local_grid,-3.0,5.0,0.0,0.0,9.470069885253906,0.6745182012847966,0.24958118796348572,0.2495812028646469,0.2506781816482544,0.253781795501709,0.2524632215499878,0.2542029321193695,True,False,False,False,False,False,False,False,0.9999186197916666,734,467
0000.jpg,coarse_em1_nm5,coarse_translation,local_grid,-1.0,-5.0,0.0,0.0,10.022810935974121,0.6908713692946058,0.23978862166404724,0.23978862166404724,0.23996597528457642,0.24497418105602264,0.24250197410583496,0.2399354875087738,False,False,False,False,False,False,False,False,1.0,734,482
0000.jpg,coarse_em1_nm3,coarse_translation,local_grid,-1.0,-3.0,0.0,0.0,8.544830322265625,0.668859649122807,0.2354610413312912,0.2354610413312912,0.23617681860923767,0.24140453338623047,0.23898327350616455,0.23650704324245453,True,False,True,True,True,True,True,True,0.9999728732638888,734,456
