dom_col,dom_patch_rel,dom_row,dsm_height,index,manual_label,manual_label_choices,manual_note,measurement_x,measurement_y,patch_mean_absdiff_rgb,photo_id,projected_x,projected_y,projection_depth,query_image,query_patch_rel,reprojection_error_px,tiepoint_index,tiepoint_raster_x,tiepoint_raster_y,tiepoint_xml_x,tiepoint_xml_y,tiepoint_xml_z
4433,patches/0001/dom_0067.png,6646,23.202987670898438,67,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1048.0,1088.0,59.34342956542969,13,1049.6565924761082,1087.048409789088,366.64971351180253,0001.jpg,patches/0001/query_0067.png,1.9104508790863701,1673,254004.61250845075,3364759.1197529323,542267.6127761413,3363405.019405575,23.218973995906197
3401,patches/0002/dom_0068.png,8563,19.364133834838867,68,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3555.0,807.0,45.97197723388672,17,3555.5529454088437,807.0188601469774,371.7724913424555,0002.jpg,patches/0002/query_0068.png,0.5532669611546802,1731,253860.02429041575,3364490.638840116,542130.2334263935,3363132.890317437,18.925568700812903
568,patches/0000/dom_0069.png,4904,27.437219619750977,69,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4556.0,3632.0,43.11241149902344,7,4557.081025549543,3631.381844180872,369.8659559442014,0000.jpg,patches/0000/query_0069.png,1.2452842468631333,1839,253463.28496822948,3365002.976944698,541720.1925467162,3363634.3725406746,23.541341339180462
3370,patches/0000/dom_0070.png,4273,29.241342544555664,70,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,786.0,2664.0,29.834304809570312,7,787.4562650250004,2663.714159811381,360.75713324582324,0000.jpg,patches/0000/query_0070.png,1.4840527067693445,1860,253855.7869273171,3365091.3637406393,542110.0870877731,3363733.0966007807,29.845003660704265
4815,patches/0002/dom_0071.png,7675,18.50874900817871,71,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1265.0,955.0,24.56034278869629,17,1265.1927526510717,954.0424642461509,371.0111484482773,0002.jpg,patches/0002/query_0071.png,0.9767437250346652,2052,254058.1369209243,3364614.901427844,542324.920963128,3363262.3161633946,18.899219232198675
4251,patches/0002/dom_0072.png,6716,22.119441986083984,72,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1299.0,2486.0,63.45652389526367,17,1300.580547295274,2484.986311329293,369.604747214545,0002.jpg,patches/0002/query_0072.png,1.8776832730036364,2233,253979.19437109077,3364749.2261661654,542242.4738656704,3363394.459239167,21.7731521813879
2359,patches/0000/dom_0073.png,5100,25.392494201660156,73,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2575.0,2312.0,24.795124053955078,7,2574.5764164821803,2311.8199256618514,366.304287174238,0000.jpg,patches/0000/query_0073.png,0.460271402357529,2459,253714.1330037802,3364975.5468774354,541971.5969952977,3363613.605818142,25.157783509917863
5371,patches/0002/dom_0074.png,7507,25.253643035888672,74,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,512.0,808.0,22.61087989807129,17,513.6651120808324,807.6345901386776,364.58689365727855,0002.jpg,patches/0002/query_0074.png,1.7047353485176577,2463,254135.95475257802,3364638.467399892,542402.0621045339,3363287.927365633,24.85598254544209
5156,patches/0002/dom_0075.png,7280,30.081199645996094,75,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,572.0,1200.0,42.26607131958008,17,572.6001177818371,1199.0344324443274,359.8693657401954,0002.jpg,patches/0002/query_0075.png,1.1368650124990933,2480,254105.90007622365,3364670.269703257,542371.1853606442,3363318.9121628786,30.01109807703682
3429,patches/0002/dom_0076.png,6682,14.550996780395508,76,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2284.0,3055.0,23.118803024291992,17,2284.693534893781,3054.138301596513,377.67553421769117,0002.jpg,patches/0002/query_0076.png,1.10612602693535,2525,253864.03090599677,3364753.9840833466,542127.2622281961,3363396.1635512086,14.642976991734486
3248,patches/0001/dom_0077.png,7630,14.642417907714844,77,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3133.0,685.0,16.936222076416016,13,3133.095786746047,684.6224417358708,375.8547315526578,0001.jpg,patches/0001/query_0077.png,0.3895193750387033,2532,253838.59027661683,3364621.2488665804,542105.3545671178,3363262.8442846527,14.6469993911482
2978,patches/0002/dom_0078.png,7524,17.629894256591797,78,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3394.0,2350.0,22.91048240661621,17,3395.0640863584113,2350.1004922782513,369.93271200104124,0002.jpg,patches/0002/query_0078.png,1.0688210683482389,2534,253800.79472287325,3364636.1092174132,542067.1909905197,3363276.6935045053,22.146868293428042
2093,patches/0002/dom_0079.png,7762,26.331777572631836,79,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4598.0,2636.0,24.854455947875977,17,4598.930660559049,2635.0498617692674,366.7856970594989,0002.jpg,patches/0002/query_0079.png,1.3299968923532284,2539,253676.96716868214,3364602.837172617,541944.3285631959,3363240.1642371505,26.064984467162446
4337,patches/0002/dom_0080.png,6513,19.38406753540039,80,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1083.0,2666.0,37.30695343017578,17,1084.711301253237,2665.232648706992,372.19343460534617,0002.jpg,patches/0002/query_0080.png,1.8754679379321098,2541,253991.15171033706,3364777.6779131265,542253.6695093429,3363423.2084857747,19.26825763117853
3991,patches/0001/dom_0081.png,6719,14.809989929199219,81,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1642.0,1295.0,19.96833038330078,13,1642.3189346458598,1293.684014855518,375.46783617388377,0001.jpg,patches/0001/query_0081.png,1.3540813154412814,2542,253942.70658230587,3364748.8943562075,542206.0195219441,3363393.1611846103,14.88046185911378
3991,patches/0002/dom_0082.png,6719,14.809989929199219,82,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1633.0,2645.0,18.217113494873047,17,1633.72150130828,2644.4017133607304,376.78367909037576,0002.jpg,patches/0002/query_0082.png,0.937289197941796,2542,253942.70658230587,3364748.8943562075,542206.0195219441,3363393.1611846103,14.88046185911378
3420,patches/0002/dom_0083.png,6938,15.895696640014648,83,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2461.0,2760.0,29.947559356689453,17,2460.8237629311675,2759.73122111371,376.86788612680596,0002.jpg,patches/0002/query_0083.png,0.32140565356873796,2543,253862.76725595334,3364718.22712418,542126.9465398806,3363360.397308394,15.236294359985266
2130,patches/0001/dom_0084.png,6731,26.60428237915039,84,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3924.0,2507.0,29.75009536743164,13,3923.6246064322268,2507.3139926230883,366.27278001974247,0001.jpg,patches/0001/query_0084.png,0.4893993237422914,2563,253682.05587547773,3364747.1657122765,541945.5910096035,3363384.5297458693,26.342162563136583
2729,patches/0000/dom_0085.png,5658,23.714244842529297,85,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2483.0,1369.0,36.83438491821289,7,2483.450780696545,1369.6553875610175,368.86349485572345,0000.jpg,patches/0000/query_0085.png,0.7954471016440454,2585,253765.93005742296,3364897.3748560245,542025.4296428269,3363536.8587853876,22.065148373320824
1975,patches/0000/dom_0086.png,5081,24.821252822875977,86,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3040.0,2587.0,21.790557861328125,7,3040.5998684081196,2587.8383973300024,367.6497646086378,0000.jpg,patches/0000/query_0086.png,1.0308987292722465,2612,253660.38603006958,3364978.2977045276,541917.8135809911,3363614.931076276,24.223398203961835
1077,patches/0001/dom_0087.png,6181,32.30817413330078,87,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4743.0,3791.0,31.766159057617188,13,4743.919257722446,3790.3201725888894,362.37030739772763,0001.jpg,patches/0001/query_0087.png,1.1433285044874737,2621,253534.648965661,3364824.1368492376,541796.2452949203,3363457.5442152405,31.98798895271557
2410,patches/0001/dom_0088.png,6729,26.073701858520508,88,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3581.0,2325.0,23.477535247802734,13,3581.0943401400345,2325.0951435120514,367.025243897913,0001.jpg,patches/0001/query_0088.png,0.133986379558594,2649,253721.33725974485,3364747.5146594867,541984.8365348284,3363385.9189180383,25.248663027548446
4813,patches/0002/dom_0089.png,7529,19.220659255981445,89,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1167.0,1130.0,19.865032196044922,17,1167.2854940796672,1129.165588063724,370.0154923525718,0002.jpg,patches/0002/query_0089.png,0.8819014394617962,2746,254057.85213487188,3364635.3868001536,542324.0937814582,3363282.7801645747,20.025722212065773
3593,patches/0002/dom_0090.png,8353,14.652687072753906,90,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3182.0,939.0,30.410032272338867,17,3182.0892938098077,938.8279318712332,376.0089793923827,0002.jpg,patches/0002/query_0090.png,0.1938577452857708,2747,253886.91886747666,3364520.018500417,542156.3316732796,3363162.962429938,14.660428422594634
3685,patches/0000/dom_0091.png,5503,14.852160453796387,91,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1245.0,969.0,16.03369140625,7,1245.4697100938074,969.183403154028,375.0408838772919,0000.jpg,patches/0000/query_0091.png,0.5042462584214156,2813,253899.80861677937,3364919.0973698813,542158.6422105231,3363562.112850573,14.915365561490319
1674,patches/0002/dom_0092.png,7683,25.576765060424805,92,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4986.0,2976.0,28.28844451904297,17,4987.090432602565,2975.5729105757405,367.84246474836345,0002.jpg,patches/0002/query_0092.png,1.1710886546502302,2958,253618.2342840597,3364613.815037046,541885.3447316939,3363249.579037079,25.541738715272686
3430,patches/0001/dom_0093.png,6320,14.914180755615234,93,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2055.0,2143.0,16.630390167236328,13,2055.3898455650133,2143.001772577595,376.4123462676594,0001.jpg,patches/0001/query_0093.png,0.38984959483350773,2977,253864.1040251719,3364804.769900896,542125.9901007564,3363446.916952217,14.953227651448628
3409,patches/0001/dom_0094.png,6350,15.06624698638916,94,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2100.0,2120.0,19.478857040405273,13,2099.8170801314923,2120.2006228791847,376.46375065623266,0001.jpg,patches/0001/query_0094.png,0.27149441605169383,2981,253861.22809257373,3364800.576514828,542123.2271872341,3363442.6502255825,14.902106469274884
3409,patches/0002/dom_0095.png,6350,15.06624698638916,95,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2097.0,3452.0,18.926687240600586,17,2097.249721120006,3450.843113082184,377.7309386705275,0002.jpg,patches/0002/query_0095.png,1.1835319929730053,2981,253861.22809257373,3364800.576514828,542123.2271872341,3363442.6502255825,14.902106469274884
3146,patches/0002/dom_0096.png,8356,25.03811264038086,96,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3747.0,1213.0,26.365962982177734,17,3747.449153543972,1212.3331398701964,366.3366849219789,0002.jpg,patches/0002/query_0096.png,0.8040157577959811,2983,253824.35141505423,3364519.5773173,542093.8182290153,3363160.8643957404,24.825479365540502
1014,patches/0000/dom_0097.png,5949,28.847742080688477,97,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4763.0,2137.0,30.697032928466797,7,4764.66063938787,2136.863641937311,363.500469878887,0000.jpg,patches/0000/query_0097.png,1.6662282850215573,2992,253525.80734940286,3364856.692892237,541786.5473355406,3363489.843961681,29.168945723738148
4141,patches/0002/dom_0098.png,8447,13.539289474487305,98,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2583.0,480.0,64.23278045654297,17,2583.74240723232,479.1129708179333,376.6759120408862,0002.jpg,patches/0002/query_0098.png,1.1567148604730668,3238,253963.69098817636,3364506.8530646306,542233.4005972315,3363151.8392625335,13.303432130984731
4056,patches/0002/dom_0099.png,6935,14.923148155212402,99,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1693.0,2344.0,20.166616439819336,17,1692.8685055068531,2344.267390569218,376.53087256787535,0002.jpg,patches/0002/query_0099.png,0.2979740227515815,3303,253951.80362931805,3364718.643088993,542215.9116966942,3363363.1713188766,14.871483282586212
3264,patches/0002/dom_0100.png,6570,21.598867416381836,100,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2406.0,3318.0,24.674118041992188,17,2406.390197328634,3316.447980724369,370.59003885273086,0002.jpg,patches/0002/query_0100.png,1.6003180268945862,3307,253840.8965877957,3364769.7017641566,542103.7272381821,3363411.257827923,22.010497701800602
2343,patches/0002/dom_0101.png,6849,27.77025604248047,101,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3712.0,3589.0,22.283857345581055,17,3712.480460421016,3588.73364158375,364.23565063568486,0002.jpg,patches/0002/query_0101.png,0.5493532761984107,3311,253711.92569544006,3364730.659315041,541975.8777997808,3363368.8257053783,29.140635392015326
2954,patches/0000/dom_0102.png,6485,22.60224151611328,102,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2747.0,228.0,50.35791015625,7,2747.4535992685023,226.3880076526466,368.0852895281108,0000.jpg,patches/0000/query_0102.png,1.674595958526055,3312,253797.45419756748,3364781.632647726,542059.9982270345,3363422.0299518,22.39499850929991
2954,patches/0001/dom_0103.png,6485,22.60224151611328,103,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2744.0,2261.0,51.28445816040039,13,2743.907429088903,2262.1822424679553,369.4160406926021,0001.jpg,patches/0001/query_0103.png,1.1858611329403141,3312,253797.45419756748,3364781.632647726,542059.9982270345,3363422.0299518,22.39499850929991
2954,patches/0002/dom_0104.png,6485,22.60224151611328,104,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2727.0,3614.0,54.348297119140625,17,2726.86498608226,3613.4051966929937,370.6241149128691,0002.jpg,patches/0002/query_0104.png,0.6099342030162198,3312,253797.45419756748,3364781.632647726,542059.9982270345,3363422.0299518,22.39499850929991
2141,patches/0002/dom_0105.png,7870,21.932125091552734,105,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4594.0,2468.0,47.85649871826172,17,4594.627821834335,2467.657690444091,370.9109782828567,0002.jpg,patches/0002/query_0105.png,0.7150776795107834,3340,253683.68919831514,3364587.5986233675,541951.4496501824,3363225.1140568107,21.79068891974265
3456,patches/0000/dom_0106.png,5210,14.561426162719727,106,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1325.0,1464.0,15.973899841308594,7,1325.7788126199455,1462.926963679443,376.02360418770485,0000.jpg,patches/0000/query_0106.png,1.3258793467812426,3477,253867.76281816795,3364960.1262326464,542125.5312802206,3363602.2651096852,14.249270562644426
4944,patches/0002/dom_0107.png,7537,22.163707733154297,107,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1010.0,1033.0,27.60407066345215,17,1009.9089695414575,1032.0922331690954,366.92648939511196,0002.jpg,patches/0002/query_0107.png,0.9123196609045942,3490,254076.2401243635,3364634.3625606303,542342.4964884581,3363282.2436529947,22.962970588925202
4095,patches/0001/dom_0108.png,5895,14.558419227600098,108,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1007.0,2216.0,25.774171829223633,13,1007.8596648096961,2214.816974976376,377.9990087856032,0001.jpg,patches/0001/query_0108.png,1.4623856507605404,3502,253957.31929913696,3364864.2674978664,542217.5663748005,3363508.843413319,12.904697658816417
1449,patches/0000/dom_0109.png,4882,25.41411590576172,109,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3554.0,3169.0,33.2380256652832,7,3554.172128079094,3168.0191248300507,367.04140185207496,0000.jpg,patches/0000/query_0109.png,0.995863532134599,3508,253586.7398073944,3365006.0554524376,541843.4820262318,3363640.719175982,25.43868830604424
4056,patches/0000/dom_0110.png,4980,20.344839096069336,110,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,483.0,1364.0,44.07796096801758,7,483.9812249067518,1364.3866819111108,369.9285723660145,0000.jpg,patches/0000/query_0110.png,1.0546682976226955,3761,253951.76886857513,3364992.3609478213,542208.6266623612,3363636.7032707874,19.768228529150917
2396,patches/0000/dom_0111.png,5579,25.140897750854492,111,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2847.0,1686.0,29.402299880981445,7,2847.1639633065092,1685.5492088186231,366.24706675297386,0000.jpg,patches/0000/query_0111.png,0.47968391164244345,3764,253719.33565423122,3364908.457504805,541978.573236342,3363546.6997115174,25.053869382451637
2396,patches/0001/dom_0112.png,5579,25.140897750854492,112,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2824.0,3722.0,28.536725997924805,13,2824.0466269407093,3720.584847251802,368.19045592900835,0001.jpg,patches/0001/query_0112.png,1.4159206800992117,3764,253719.33565423122,3364908.457504805,541978.573236342,3363546.6997115174,25.053869382451637
2473,patches/0000/dom_0113.png,5234,25.462127685546875,113,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2520.0,2067.0,25.768564224243164,7,2519.6871473342144,2068.137001969036,366.1818051331339,0000.jpg,patches/0000/query_0113.png,1.1792583551034697,3793,253730.15955232963,3364956.8547217413,541988.107821721,3363595.350852525,25.125223268060324
3167,patches/0002/dom_0114.png,6652,18.882877349853516,114,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2578.0,3285.0,24.92650604248047,17,2578.392891157698,3285.0215439455837,369.9084715829111,0002.jpg,patches/0002/query_0114.png,0.39348138887209777,3794,253827.32148037618,3364758.226116761,542090.4652779265,3363399.4303742857,22.727497256467984
1689,patches/0000/dom_0115.png,5342,24.10964584350586,115,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3565.0,2449.0,19.07998275756836,7,3565.144507359215,2448.963460466176,368.3354207677343,0000.jpg,patches/0000/query_0115.png,0.14905540714560792,3871,253620.26888113006,3364941.740693346,541878.6919886336,3363577.336194341,23.774484406568774
2732,patches/0002/dom_0116.png,6648,22.98872184753418,116,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3103.0,3568.0,33.72684097290039,17,3103.0545872621337,3567.419706858088,369.3321589251021,0002.jpg,patches/0002/query_0116.png,0.582854956003164,4009,253766.4246948774,3364758.8146054484,542029.5941263437,3363398.405461551,23.789344256487652
1967,patches/0000/dom_0117.png,5266,25.765859603881836,117,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3177.0,2365.0,26.81451416015625,7,3176.8972056457974,2365.745792644139,364.9754110844791,0000.jpg,patches/0000/query_0117.png,0.7528435078471389,4092,253659.3158804886,3364952.4027549247,541917.4300864335,3363589.0253344043,26.85889839119278
2456,patches/0000/dom_0118.png,5678,24.695354461669922,118,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2837.0,1523.0,27.755563735961914,7,2837.315562556464,1522.6307551505656,366.871838670586,0000.jpg,patches/0000/query_0118.png,0.4857174959541582,4132,253727.72047780087,3364894.621252113,541987.3188809964,3363533.0949336546,24.34059465117167
2123,patches/0001/dom_0119.png,7561,26.026355743408203,119,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4460.0,1496.0,30.979408264160156,13,4460.857765730744,1495.4971407469232,366.22687447197364,0001.jpg,patches/0001/query_0119.png,0.9942984849853178,4154,253681.11481680893,3364630.9920501863,541947.7276773673,3363268.4098902633,25.708383016398727
2123,patches/0002/dom_0120.png,7561,26.026355743408203,120,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4432.0,2859.0,29.32115364074707,17,4433.656057463136,2858.682426801422,367.28612445914405,0002.jpg,patches/0002/query_0120.png,1.6862322075155358,4154,253681.11481680893,3364630.9920501863,541947.7276773673,3363268.4098902633,25.708383016398727
1416,patches/0001/dom_0121.png,7166,27.11715316772461,121,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,5003.0,2429.0,30.49285888671875,13,5004.248060597403,2428.679817154616,366.3508874622856,0001.jpg,patches/0001/query_0121.png,1.2884767399021353,4199,253582.1423224984,3364686.1862929086,541847.3603765047,3363320.945248661,26.775554170721193
2661,patches/0001/dom_0122.png,7507,27.033674240112305,122,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3791.0,1193.0,24.509885787963867,13,3791.2475905957026,1192.8307159831454,364.7254617930108,0001.jpg,patches/0001/query_0122.png,0.2999302943065198,4269,253756.51595952947,3364638.532805349,542022.8780117261,3363277.9426565943,26.596022177821
1926,patches/0000/dom_0123.png,5608,27.17037010192871,123,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3456.0,1963.0,26.82186508178711,7,3456.5189964129754,1963.3215530085545,364.73993663800087,0000.jpg,patches/0000/query_0123.png,0.6105355141118146,4278,253653.51525215685,3364904.4952571047,541912.9023964169,3363540.996664174,27.051220701736554
4638,patches/0002/dom_0124.png,8550,15.424083709716797,124,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2062.0,51.0,37.34812545776367,17,2062.504837337836,50.18841557701376,373.9613122676997,0002.jpg,patches/0002/query_0124.png,0.9557876402774329,4282,254033.33976371613,3364492.4008263396,542303.3851082063,3363139.241481793,15.376425597112018
3360,patches/0001/dom_0125.png,7144,14.71658706665039,125,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2681.0,1189.0,28.832761764526367,13,2681.3160865140303,1188.4698020671244,376.1652755495285,0001.jpg,patches/0001/query_0125.png,0.6172686063435979,4356,253854.39489630834,3364689.3216227186,542119.3454671368,3363331.2896006233,14.601493604294205
3360,patches/0002/dom_0126.png,7144,14.71658706665039,126,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2669.0,2550.0,30.000741958618164,17,2668.7894324979943,2550.317817942836,377.3875242228657,0002.jpg,patches/0002/query_0126.png,0.3812439083964555,4356,253854.39489630834,3364689.3216227186,542119.3454671368,3363331.2896006233,14.601493604294205
2813,patches/0002/dom_0127.png,6997,27.168779373168945,127,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3246.0,3115.0,37.981651306152344,17,3246.5289455822463,3114.092687442776,365.64349991655087,0002.jpg,patches/0002/query_0127.png,1.0502378328141857,4357,253777.77050198228,3364709.9688152242,542042.2260452512,3363349.893263728,27.081923781729074
2824,patches/0000/dom_0128.png,6235,19.301856994628906,128,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2743.0,617.0,39.713680267333984,7,2742.7318544911445,617.086179829326,372.38664234828576,0000.jpg,patches/0000/query_0128.png,0.28165400210546687,4360,253779.3484585726,3364816.675702305,542040.9765325476,3363456.569702254,18.293963266779258
2824,patches/0001/dom_0129.png,6235,19.301856994628906,129,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2735.0,2648.0,38.30516815185547,13,2734.7726742239656,2648.3884432659697,373.8824548442497,0001.jpg,patches/0001/query_0129.png,0.45007241564759276,4360,253779.3484585726,3364816.675702305,542040.9765325476,3363456.569702254,18.293963266779258
2408,patches/0000/dom_0130.png,6155,31.283552169799805,130,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3221.0,948.0,32.80337905883789,7,3220.60250122413,947.4946532645824,360.2314802749152,0000.jpg,patches/0000/query_0130.png,0.6429468094760917,4373,253720.98993842647,3364827.816261145,541982.3624455095,3363466.156919486,30.910707004869437
3279,patches/0000/dom_0131.png,5836,25.24944496154785,131,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1918.0,786.0,39.70793151855469,7,1917.3135430548584,786.3533539969458,364.8545901521697,0000.jpg,patches/0000/query_0131.png,0.7720635885020422,4374,253843.00240885798,3364872.4589966326,542103.109806483,3363514.001313636,25.446535410040326
4015,patches/0001/dom_0132.png,6692,16.644662857055664,132,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1592.0,1309.0,22.829578399658203,13,1592.744319848709,1308.1954643159297,373.9368530920421,0001.jpg,patches/0001/query_0132.png,1.0960336236286776,4375,253946.03381156104,3364752.621526092,542209.2457791729,3363396.9739653333,16.404542128512333
4015,patches/0002/dom_0133.png,6692,16.644662857055664,133,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1584.0,2664.0,21.76563835144043,17,1584.6722764159895,2663.0636826472187,375.2567393073876,0002.jpg,patches/0002/query_0133.png,1.1526689744306737,4375,253946.03381156104,3364752.621526092,542209.2457791729,3363396.9739653333,16.404542128512333
3161,patches/0001/dom_0134.png,8111,18.877704620361328,134,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3546.0,173.0,22.335737228393555,13,3546.547744257551,171.89843697119477,370.45281266143644,0001.jpg,patches/0001/query_0134.png,1.2302296038182436,4456,253826.43376725048,3364553.9082123344,542094.9898867768,3363195.2272135327,19.7566386151002
